,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),Total Area (1000 ha),Total Production (1000 tons),Total Yield (Kg per ha),Rainfall(mm)
247,609,2009,17,Assam,Nagaon,260.81,534.14,2048.0,12.86,12.58,978.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.29,644.44,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,352.94,1.04,0.7,673.08,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.56,451.61,25.28,14.94,590.98,0.0,0.0,0.0,0.06,0.02,333.33,0.76,0.36,473.68,0.0,0.0,0.0,0.0,0.0,0.0,27.28,15.86,581.38,7.82,29.42,3762.15,0.03,0.0,0.0,8.84,31.23,40.07,5.89,0.8,0.86,705.06,1281.9199999999998,1922.8799999999997,715.1
248,610,2009,17,Assam,Sibsagar,305.4,648.81,2124.46,1.39,1.15,827.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.16,592.59,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.13,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.09,428.57,18.99,10.38,546.6,0.0,0.0,0.0,0.06,0.02,333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58,3.67,427.74,2.08,7.58,3644.23,0.04,0.0,0.0,11.94,31.93,43.88,5.07,0.28,1.99,708.4799999999998,1408.3999999999996,2112.5999999999995,1644.4
249,909,2009,2,Bihar,Bhagalpur,156.56,264.65,1690.41,68.93,152.51,2212.53,0.01,0.01,1000.0,0.0,0.0,0.0,0.01,0.01,1000.0,0.0,0.0,0.0,46.66,101.44,2174.02,0.0,0.0,0.0,1.56,1.42,910.26,5.22,4.27,818.01,1.59,3.53,2220.13,21.01,17.05,811.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.87,845.48,0.42,0.59,1403.8,0.0,0.0,0.0,0.0,0.0,0.0,2.57,11.4,4435.8,0.0,0.0,0.0,5.87,10.84,16.72,4.34,0.18,0.1,631.5599999999998,1137.5399999999995,1706.3099999999993,1498.6
250,903,2009,2,Bihar,Darbhanga,368.42,450.9,1223.87,244.12,554.42,2271.1,0.19,0.21,1105.26,0.0,0.0,0.0,0.19,0.21,1105.26,0.0,0.0,0.0,73.35,182.62,2489.71,3.51,3.24,923.08,0.06,0.06,1000.0,0.16,0.16,1000.0,1.03,0.72,699.03,47.88,31.05,648.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.42,846.15,0.05,0.07,1404.26,0.0,0.0,0.0,0.0,0.0,0.0,3.25,10.87,3344.62,0.0,0.0,0.0,26.94,45.11,72.06,21.38,1.12,2.45,1582.04,2562.3599999999997,3843.5399999999995,844.4
251,912,2009,2,Bihar,Gaya,262.55,332.92,1268.03,262.69,450.59,1715.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1000.0,9.61,17.88,1860.56,0.52,0.42,807.69,1.29,1.23,953.49,15.58,15.93,1022.46,3.92,6.32,1612.24,54.91,42.39,771.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.34,846.03,0.09,0.13,1402.17,0.0,0.0,0.0,0.0,0.0,0.0,0.99,5.27,5323.23,0.0,0.0,0.0,0.4,21.61,22.0,12.54,1.28,0.41,1265.2399999999998,1804.6799999999998,2707.0199999999995,800.7
252,902,2009,2,Bihar,Muzaffarpur,310.81,205.59,661.47,224.48,431.82,1923.65,0.03,0.03,1000.0,0.0,0.0,0.0,0.03,0.03,1000.0,0.0,0.0,0.0,63.22,145.74,2305.28,0.9,0.6,666.67,0.99,1.07,1080.81,0.06,0.06,1000.0,2.39,3.08,1288.7,52.17,31.78,609.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.46,845.3,0.03,0.05,1411.76,0.0,0.0,0.0,0.0,0.0,0.0,5.91,23.23,3930.63,0.0,0.0,0.0,19.36,44.77,64.12,18.99,1.19,5.81,1399.8199999999995,1779.0,2668.5,986.2
253,907,2009,2,Bihar,Patna,142.71,141.73,993.13,131.9,231.18,1752.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08,21.5,1643.73,0.03,0.02,666.67,0.41,0.57,1390.24,11.39,11.19,982.44,0.78,1.13,1448.72,67.45,71.29,1056.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,846.15,0.23,0.32,1407.08,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.71,4170.73,0.0,0.0,0.0,0.13,23.31,23.44,9.57,2.79,4.11,756.38,1013.6599999999999,1520.4899999999998,823.7
254,904,2009,2,Bihar,Saharsa,198.66,239.99,1208.04,91.05,174.85,1920.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.94,162.65,3323.46,2.57,2.39,929.96,0.62,0.55,887.1,0.0,0.0,0.0,0.0,0.0,0.0,47.95,23.19,483.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1.26,845.43,5.18,7.28,1405.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,3000.0,0.0,0.0,0.0,4.66,11.63,16.3,6.85,0.47,0.01,815.96,1248.58,1872.87,932.5
255,906,2009,2,Bihar,Saran,275.55,185.16,671.97,284.18,682.13,2400.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,1076.92,57.0,128.59,2255.96,0.92,0.35,380.43,1.14,0.91,798.25,0.12,0.09,750.0,3.76,4.36,1159.57,7.84,4.22,538.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.3,844.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69,139.09,4684.74,0.0,0.0,0.0,7.23,27.22,34.45,12.69,0.69,0.12,1361.2200000000003,2346.5,3519.75,225.4
256,2,2009,14,Chhattisgarh,Bastar,626.66,682.46,1089.04,1.64,2.95,1798.78,1.55,0.0,0.0,0.5,0.0,0.0,2.05,2.42,1180.49,0.0,0.0,0.0,34.77,61.36,1764.74,6.94,1.85,266.57,0.0,0.0,0.0,1.51,1.63,1079.47,2.39,1.31,548.12,29.43,9.9,336.39,0.02,0.03,1500.0,2.67,1.23,460.67,6.36,2.88,452.83,0.01,0.0,0.0,0.01,0.0,0.0,1.49,0.43,288.59,0.03,0.01,333.33,0.02,0.03,1500.0,10.51,4.76,452.9,1.03,0.34,330.1,0.0,0.0,0.0,2.64,12.58,15.21,0.76,0.17,0.01,1465.9799999999993,1572.6799999999998,2359.0199999999995,1038.3
257,4,2009,14,Chhattisgarh,Bilaspur,696.49,994.29,1427.57,24.25,28.14,1160.63,0.77,0.0,0.0,0.0,0.0,0.0,0.78,1.05,1340.51,0.02,0.0,0.0,11.67,17.12,1467.12,0.0,0.0,0.0,0.23,0.18,782.61,46.21,40.19,869.74,9.88,5.89,596.48,113.26,83.5,737.23,6.31,9.82,1556.88,3.08,1.26,409.25,5.98,2.46,410.67,0.32,0.13,406.25,0.03,0.01,333.33,7.57,2.39,315.96,0.44,0.18,419.69,10.93,12.3,1125.9,34.7,28.52,821.69,2.49,0.62,248.51,0.0,0.0,0.0,2.21,17.29,19.49,3.52,0.98,0.01,1962.2800000000002,2492.6400000000003,3738.9600000000005,854.8
258,1,2009,14,Chhattisgarh,Durg,789.04,622.05,788.37,42.44,38.12,898.09,0.19,0.07,369.59,0.0,0.0,0.0,0.19,0.22,1180.57,0.0,0.0,0.0,3.25,3.4,1045.97,0.17,0.04,235.29,0.06,0.01,166.67,147.22,130.06,883.44,11.33,5.88,518.7,155.28,67.34,433.68,0.56,1.02,1814.16,1.83,0.74,404.09,3.7,1.58,428.18,0.32,0.07,218.75,0.02,0.0,0.0,15.71,4.24,269.77,0.45,0.3,654.12,72.21,64.92,898.97,94.84,72.74,767.05,7.13,1.65,231.58,0.01,0.0,0.0,2.19,30.75,32.94,4.31,0.51,0.06,2704.9,2091.42,3137.13,794.9
259,5,2009,14,Chhattisgarh,Raigarh,420.75,470.53,1118.31,3.72,4.87,1309.14,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.65,1444.44,0.04,0.02,500.0,6.78,11.23,1656.34,0.5,0.13,260.0,0.02,0.02,1000.0,9.64,9.76,1012.45,6.77,3.42,505.17,50.72,27.11,534.5,8.46,14.99,1771.87,3.02,1.63,539.74,6.2,2.78,448.39,0.03,0.01,333.33,0.0,0.0,0.0,1.55,0.48,309.68,2.91,0.0,0.0,0.02,0.02,1000.0,22.18,19.92,898.11,0.61,0.15,245.9,0.0,0.0,0.0,1.82,16.23,18.06,0.72,1.37,0.0,1094.7199999999996,1170.6399999999996,1755.9599999999996,978.1999999999999
260,3,2009,14,Chhattisgarh,Raipur,928.66,1307.24,1407.66,12.67,18.01,1421.47,0.23,0.34,1478.26,0.0,0.0,0.0,0.23,0.38,1652.17,0.0,0.0,0.0,1.34,2.13,1589.55,0.78,0.06,76.92,0.0,0.0,0.0,55.79,46.26,829.18,3.34,1.48,443.11,138.55,68.5,494.41,7.18,9.5,1323.12,3.33,1.44,432.43,6.88,3.4,494.19,0.17,0.04,235.29,0.01,0.0,0.0,7.44,2.61,350.81,0.65,0.09,138.46,0.46,0.53,1152.17,26.12,17.6,673.81,0.25,0.01,40.0,0.01,0.0,0.0,1.97,16.34,18.31,1.76,0.66,0.03,2395.6400000000003,2993.24,4489.86,948.3
261,6,2009,14,Chhattisgarh,Surguja,376.0,270.74,720.05,24.47,26.84,1096.85,1.97,0.0,0.0,0.0,0.0,0.0,1.97,2.16,1096.45,0.0,0.0,0.0,43.91,50.14,1141.88,0.5,0.13,260.0,2.71,2.1,774.91,3.55,2.27,639.44,19.29,9.67,501.3,35.12,17.27,491.74,8.08,9.7,1200.5,5.68,2.33,410.21,23.27,8.59,369.14,0.0,0.0,0.0,0.0,0.0,0.0,11.06,2.85,257.69,0.04,0.01,250.0,0.09,0.05,555.56,48.24,23.54,487.98,3.14,0.76,242.04,0.0,0.0,0.0,1.02,19.24,20.26,6.76,1.51,0.0,1233.7399999999998,899.8,1349.6999999999998,616.8
262,121,2009,3,Gujarat,Ahmedabad,95.25,239.4,2513.26,108.67,260.77,2399.68,1.36,1.36,1000.0,0.0,0.0,0.0,1.36,1.36,1000.0,22.86,32.89,1438.74,0.54,0.54,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.5,568.18,1.44,1.18,819.64,17.03,10.22,599.98,2.28,2.58,1129.22,0.0,0.0,0.0,3.99,5.65,1415.18,0.0,0.0,0.0,33.21,56.71,1707.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24,66.59,1471.93,0.1,0.5,5000.0,240.06,74.55,310.55,7.31,0.0,0.0,3.03,0.0,0.0,1176.26,1513.6,2270.3999999999996,387.09999999999997
263,122,2009,3,Gujarat,Amreli,0.0,0.0,0.0,9.1,27.3,3000.0,3.0,3.0,1000.0,0.3,0.3,1000.0,3.3,3.3,1000.0,9.5,7.6,800.0,1.2,1.2,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.1,1166.67,0.6,0.5,833.33,7.1,3.5,492.96,236.0,41.7,176.69,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.8,1.6,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.2,47.4,187.2,0.1,0.6,6000.0,245.5,116.55,474.75,7.96,0.0,0.0,0.0,1.9,0.0,1559.1200000000001,517.3,775.9499999999999,513.0999999999999
264,123,2009,3,Gujarat,Banaskantha,0.0,0.0,0.0,65.0,178.9,2752.31,17.8,6.0,337.08,0.2,0.2,1000.0,18.0,6.2,344.44,180.1,168.8,937.26,9.4,14.9,1585.11,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1000.0,2.3,2.5,1086.96,31.8,10.0,314.47,27.1,51.0,1881.92,0.0,0.0,0.0,102.5,164.4,1603.9,0.0,0.0,0.0,90.8,214.3,2360.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.6,434.8,1822.3,0.0,0.0,0.0,32.6,18.28,560.74,4.19,0.0,0.0,21.13,0.3,0.0,1683.4400000000003,2541.56,3812.34,369.9
265,126,2009,3,Gujarat,Bhavnagar,0.0,0.0,0.0,5.4,13.5,2500.0,4.4,4.4,1000.0,0.0,0.0,0.0,4.4,4.4,1000.0,50.1,85.7,1710.58,3.9,3.7,948.72,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,800.0,0.6,0.5,833.33,5.1,2.3,450.98,95.2,62.0,651.26,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.7,2333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.9,70.1,584.65,0.2,1.4,7000.0,309.7,143.87,464.55,29.72,0.0,0.0,0.0,16.9,0.0,1259.04,819.9399999999999,1229.9099999999999,383.09999999999997
266,128,2009,3,Gujarat,Dangs,15.8,17.4,1101.27,0.8,2.2,2750.0,2.3,3.2,1391.3,0.0,0.0,0.0,2.3,3.2,1391.3,0.0,0.0,0.0,3.3,3.2,969.7,5.0,4.1,820.0,0.0,0.0,0.0,1.4,1.3,928.57,3.7,3.2,864.86,6.5,4.5,692.31,4.9,5.2,1061.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,5.2,1061.22,0.1,0.6,6000.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.5,0.0,109.82,107.60000000000001,161.4,1532.0
267,129,2009,3,Gujarat,Jamnagar,0.0,0.0,0.0,36.0,118.6,3294.44,1.9,1.9,1000.0,0.2,0.2,1000.0,2.1,2.1,1000.0,10.9,15.8,1449.54,1.1,1.0,909.09,0.0,0.0,0.0,0.0,0.0,0.0,22.9,33.8,1475.98,0.6,0.5,833.33,4.3,4.0,930.23,393.2,664.2,1689.22,0.0,0.0,0.0,0.3,0.5,1666.67,0.0,0.0,0.0,8.3,29.9,3602.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.6,698.8,1701.9,0.5,3.5,7000.0,165.8,124.95,753.62,2.51,0.0,0.0,0.9,2.7,0.0,2124.2200000000003,3404.9,5107.35,918.0
268,131,2009,3,Gujarat,Kheda,168.6,411.7,2441.87,113.8,267.5,2350.62,0.9,0.9,1000.0,0.0,0.0,0.0,0.9,0.9,1000.0,104.2,180.1,1728.41,14.6,13.0,890.41,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.3,687.5,3.4,2.0,588.24,3.4,1.8,529.41,2.0,2.5,1250.0,0.0,0.0,0.0,4.6,7.3,1586.96,0.0,0.0,0.0,9.9,16.2,1636.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,27.7,1247.75,0.0,0.0,0.0,31.3,19.0,607.03,37.3,0.0,0.0,8.79,0.6,0.0,1061.3799999999997,1909.0,2863.5,450.9
269,132,2009,3,Gujarat,Kutch,0.0,0.0,0.0,25.3,71.8,2837.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,54.5,938.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0,78.3,32.4,413.79,86.2,139.2,1614.85,0.0,0.0,0.0,9.5,16.6,1747.37,0.0,0.0,0.0,46.6,72.6,1557.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.5,247.9,1365.84,0.1,0.6,6000.0,63.5,53.55,843.31,31.42,0.0,0.0,0.1,0.8,0.0,1161.64,1380.3,2070.45,497.9
270,133,2009,3,Gujarat,Mehsana,10.55,24.8,2351.79,114.43,339.43,2966.23,3.64,3.34,917.65,0.0,0.0,0.0,3.64,3.34,917.65,125.14,132.21,1056.49,0.76,0.76,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.3,590.91,0.96,0.82,853.73,67.17,23.48,349.58,4.82,4.92,1021.8,0.0,0.0,0.0,85.51,131.85,1541.97,0.0,0.0,0.0,102.09,184.69,1808.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.16,327.11,1556.48,0.0,0.0,0.0,136.84,65.78,480.7,21.03,0.0,0.0,6.61,0.2,0.0,1791.1,2488.0600000000004,3732.0900000000006,448.3
271,134,2009,3,Gujarat,Panchmahal,91.1,38.2,419.32,48.2,84.9,1761.41,1.1,1.0,909.09,0.1,0.1,1000.0,1.2,1.1,916.67,7.8,9.4,1205.13,230.2,187.4,814.07,0.2,0.2,1000.0,0.0,0.0,0.0,53.5,39.7,742.06,41.0,43.8,1068.29,16.1,6.3,391.3,2.9,4.5,1551.72,0.0,0.0,0.0,0.4,0.8,2000.0,0.0,0.0,0.0,2.3,4.4,1913.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,10.4,1368.42,0.1,0.6,6000.0,8.8,3.87,439.77,10.33,0.0,0.0,0.64,1.1,0.0,1047.14,875.5400000000001,1313.3100000000002,487.19999999999993
272,135,2009,3,Gujarat,Rajkot,0.0,0.0,0.0,40.6,154.2,3798.03,3.1,3.1,1000.0,0.3,0.3,1000.0,3.4,3.4,1000.0,17.9,20.1,1122.91,0.9,0.9,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,6.9,1408.16,0.6,0.5,833.33,13.8,6.1,442.03,367.4,100.3,273.0,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,14.8,54.7,3695.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,163.1,405.72,0.2,1.4,7000.0,287.2,215.15,749.13,1.65,0.0,0.0,0.0,3.1,0.0,2317.7000000000003,1466.7,2200.05,540.8
273,136,2009,3,Gujarat,Sabarkantha,6.7,16.4,2447.76,104.5,220.0,2105.26,0.2,0.2,1000.0,0.0,0.0,0.0,0.2,0.2,1000.0,12.5,23.3,1864.0,88.3,90.7,1027.18,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.9,707.32,19.9,13.3,668.34,15.5,6.5,419.35,63.1,71.9,1139.46,0.0,0.0,0.0,7.8,12.4,1589.74,0.0,0.0,0.0,54.5,92.8,1702.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.8,177.9,1392.02,0.0,0.0,0.0,112.5,50.58,449.6,13.21,0.0,0.0,5.84,0.0,0.0,1273.3000000000002,1558.1599999999999,2337.24,660.5
274,137,2009,3,Gujarat,Surat,90.9,201.1,2212.32,13.2,34.8,2636.36,47.6,63.4,1331.93,8.9,10.4,1168.54,56.5,73.8,1306.19,0.6,0.8,1333.33,2.2,2.2,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.8,1217.39,25.9,28.5,1100.39,12.1,6.3,520.66,15.6,27.6,1769.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.7,1888.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,29.3,1775.76,117.2,812.9,6936.01,4.8,1.38,287.5,27.47,0.0,0.0,0.0,1.0,0.0,885.3400000000001,2595.96,3893.94,1308.3
275,138,2009,3,Gujarat,Surendranagar,0.6,0.6,1000.0,28.6,70.1,2451.05,10.4,10.3,990.38,0.0,0.0,0.0,10.4,10.3,990.38,40.4,38.8,960.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,3.0,416.67,0.0,0.0,0.0,2.7,1.1,407.41,12.6,13.0,1031.75,0.0,0.0,0.0,0.7,1.1,1571.43,0.0,0.0,0.0,32.6,58.2,1785.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.6,92.6,868.67,0.1,0.7,7000.0,455.8,174.42,382.67,4.24,0.0,0.0,0.08,0.8,0.0,1426.0400000000002,950.0399999999998,1425.0599999999997,279.4
276,127,2009,3,Gujarat,Valsad,120.0,267.1,2225.83,1.0,2.5,2500.0,0.8,0.8,1000.0,1.0,1.1,1100.0,1.8,1.9,1055.56,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.7,705.26,0.0,0.0,0.0,2.7,2.6,962.96,9.2,6.7,728.26,23.0,15.2,660.87,0.4,0.4,1000.0,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1000.0,34.4,242.9,7061.05,0.0,0.0,0.0,63.48,0.0,0.0,0.0,0.1,0.0,535.76,1097.2,1645.8000000000002,1861.9
277,183,2009,4,Haryana,Ambala,164.2,596.0,3629.72,188.4,739.0,3922.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.0,1739.13,9.4,20.0,2127.66,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.07,0.1,1428.57,5.33,3.0,562.85,0.0,0.1,0.0,0.2,0.0,0.0,5.9,11.0,1864.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.7,1559.63,0.0,0.0,0.0,7.2,12.8,1777.78,35.4,252.3,7127.12,0.0,0.0,0.0,0.64,10.11,10.77,3.47,0.28,37.42,848.1999999999998,3300.7799999999993,4951.169999999999,779.6
278,180,2009,4,Haryana,Gurgaon,50.7,141.0,2781.07,257.8,1073.0,4162.14,20.3,11.0,541.87,0.0,0.0,0.0,20.3,11.0,541.87,70.2,126.0,1794.87,0.0,0.0,0.0,0.0,0.0,0.0,3.9,13.0,3333.33,0.7,1.0,1428.57,1.88,1.9,1010.64,2.23,1.0,448.43,0.0,0.0,0.0,1.2,0.4,333.33,45.9,73.0,1590.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,73.4,1555.08,3.1,16.2,5225.81,0.3,0.0,0.0,0.97,10.04,11.01,0.1,0.75,77.21,1053.56,3105.3800000000006,4658.070000000001,461.5
279,181,2009,4,Haryana,Jind,136.79,379.16,2771.76,246.11,1072.96,4359.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.86,82.6,1762.62,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.0,3333.33,0.22,0.0,0.0,1.08,1.1,1018.52,0.09,0.09,978.26,0.0,0.0,0.0,0.1,0.0,0.0,5.23,8.0,1530.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,8.0,1502.07,1.72,10.25,5952.38,46.63,24.34,521.92,0.94,1.81,2.75,0.04,0.0,44.76,984.08,3182.6199999999994,4773.929999999999,406.79999999999995
280,184,2009,4,Haryana,Karnal,496.31,1557.84,3138.87,513.09,2319.04,4519.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74,18.4,1713.54,0.4,2.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.47,0.5,1063.83,2.37,2.11,891.05,0.0,0.0,0.0,0.1,0.1,1000.0,3.07,6.0,1951.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,9.4,1843.14,0.0,0.0,0.0,8.27,15.5,1873.34,28.28,217.05,7675.58,2.87,1.67,582.86,2.1,14.8,16.9,7.46,0.32,89.02,2161.8199999999997,8329.460000000001,12494.190000000002,485.59999999999997
281,186,2009,4,Haryana,Rohtak,151.57,316.65,2089.09,352.52,1477.6,4191.56,50.17,24.0,478.42,0.0,0.0,0.0,50.17,24.0,478.42,71.12,131.61,1850.59,2.3,4.0,1739.13,0.0,0.0,0.0,4.42,11.91,2693.96,1.61,2.0,1239.93,14.82,16.41,1107.56,0.3,0.24,807.71,0.11,0.01,115.04,0.13,0.01,103.17,57.88,92.47,1597.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,92.5,1591.96,8.8,61.1,6943.18,9.38,3.76,401.16,2.18,8.28,10.45,0.83,0.08,32.34,1672.8199999999997,4533.260000000001,6799.890000000001,404.1
